Datum,Tijd,Valutadatum,Product,ISIN,Omschrijving,FX,Mutatie,,Saldo,,Order Id
20-07-2022,19:21,15-07-2022,,,iDEAL Deposit,,EUR,"250,00",EUR,"387,35",
20-07-2022,19:21,15-07-2022,,,Reservation iDEAL,,EUR,"-250,00",EUR,"137,35",
20-07-2022,17:49,20-07-2022,SHOPIFY INC,CA82509L1076,Valuta Creditering,"1,0179",USD,"186,50",USD,"0,00",2a971ac9-2de0-45e9-81ae-b1027c8c9266
20-07-2022,17:49,20-07-2022,SHOPIFY INC,CA82509L1076,Valuta Debitering,,EUR,"-183,21",EUR,"387,35",2a971ac9-2de0-45e9-81ae-b1027c8c9266
20-07-2022,17:49,20-07-2022,SHOPIFY INC,CA82509L1076,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"570,56",2a971ac9-2de0-45e9-81ae-b1027c8c9266
20-07-2022,17:49,20-07-2022,SHOPIFY INC,CA82509L1076,"Koop 5 @ 37,3 USD",,USD,"-186,50",USD,"-186,50",2a971ac9-2de0-45e9-81ae-b1027c8c9266
20-07-2022,17:17,20-07-2022,AES CORP,US00130H1059,Valuta Creditering,"1,0176",USD,"80,96",USD,"0,00",37a4a1e6-0f4f-49ad-8a48-6b35350f33ef
20-07-2022,17:17,20-07-2022,AES CORP,US00130H1059,Valuta Debitering,,EUR,"-79,56",EUR,"571,06",37a4a1e6-0f4f-49ad-8a48-6b35350f33ef
20-07-2022,17:17,20-07-2022,AES CORP,US00130H1059,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"650,62",37a4a1e6-0f4f-49ad-8a48-6b35350f33ef
20-07-2022,17:17,20-07-2022,AES CORP,US00130H1059,"Koop 4 @ 20,24 USD",,USD,"-80,96",USD,"-80,96",37a4a1e6-0f4f-49ad-8a48-6b35350f33ef
20-07-2022,17:03,20-07-2022,META PLATFORMS INC CLASS A,US30303M1027,Valuta Creditering,"1,0183",USD,"541,95",USD,"0,00",23690acb-4c65-4ad0-9e13-e64cf263a282
20-07-2022,17:03,20-07-2022,META PLATFORMS INC CLASS A,US30303M1027,Valuta Debitering,,EUR,"-532,19",EUR,"651,12",23690acb-4c65-4ad0-9e13-e64cf263a282
20-07-2022,17:03,20-07-2022,META PLATFORMS INC CLASS A,US30303M1027,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"1183,31",23690acb-4c65-4ad0-9e13-e64cf263a282
20-07-2022,17:03,20-07-2022,META PLATFORMS INC CLASS A,US30303M1027,"Koop 3 @ 180,65 USD",,USD,"-541,95",USD,"-541,95",23690acb-4c65-4ad0-9e13-e64cf263a282
20-07-2022,17:02,20-07-2022,PAYPAL HOLDINGS INC,US70450Y1038,Valuta Creditering,"1,0185",USD,"317,04",USD,"0,00",4bdbcbde-eae5-41c3-ba79-812f7240aa71
20-07-2022,17:02,20-07-2022,PAYPAL HOLDINGS INC,US70450Y1038,Valuta Debitering,,EUR,"-311,27",EUR,"1183,81",4bdbcbde-eae5-41c3-ba79-812f7240aa71
20-07-2022,17:02,20-07-2022,PAYPAL HOLDINGS INC,US70450Y1038,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"1495,08",4bdbcbde-eae5-41c3-ba79-812f7240aa71
20-07-2022,17:02,20-07-2022,PAYPAL HOLDINGS INC,US70450Y1038,"Koop 4 @ 79,26 USD",,USD,"-317,04",USD,"-317,04",4bdbcbde-eae5-41c3-ba79-812f7240aa71
20-07-2022,17:02,20-07-2022,ADR ON VALE SA,US91912E1055,Valuta Creditering,"1,0186",USD,"123,90",USD,"0,00",b7f5c7fc-a2a0-45ab-8300-1185a0969d88
20-07-2022,17:02,20-07-2022,ADR ON VALE SA,US91912E1055,Valuta Debitering,,EUR,"-121,63",EUR,"1495,58",b7f5c7fc-a2a0-45ab-8300-1185a0969d88
20-07-2022,17:02,20-07-2022,ADR ON VALE SA,US91912E1055,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"1617,21",b7f5c7fc-a2a0-45ab-8300-1185a0969d88
20-07-2022,17:02,20-07-2022,ADR ON VALE SA,US91912E1055,"Koop 10 @ 12,39 USD",,USD,"-123,90",USD,"-123,90",b7f5c7fc-a2a0-45ab-8300-1185a0969d88
20-07-2022,17:01,20-07-2022,SIEMENS ENERGY AG,DE000ENER6Y0,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-4,40",EUR,"1617,71",ccc18459-c499-4331-9b1b-170dcc832117
20-07-2022,17:01,20-07-2022,SIEMENS ENERGY AG,DE000ENER6Y0,"Koop 5 @ 14,98 EUR",,EUR,"-74,90",EUR,"1622,11",ccc18459-c499-4331-9b1b-170dcc832117
20-07-2022,17:01,20-07-2022,ADR ON STMICROELECTRONICS NV,US8610121027,Valuta Creditering,"1,0185",USD,"137,96",USD,"0,00",1e3a9101-8471-4aaa-8b9e-f01c85d22e39
20-07-2022,17:01,20-07-2022,ADR ON STMICROELECTRONICS NV,US8610121027,Valuta Debitering,,EUR,"-135,45",EUR,"1697,01",1e3a9101-8471-4aaa-8b9e-f01c85d22e39
20-07-2022,17:01,20-07-2022,ADR ON STMICROELECTRONICS NV,US8610121027,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"1832,46",1e3a9101-8471-4aaa-8b9e-f01c85d22e39
20-07-2022,17:01,20-07-2022,ADR ON STMICROELECTRONICS NV,US8610121027,"Koop 4 @ 34,49 USD",,USD,"-137,96",USD,"-137,96",1e3a9101-8471-4aaa-8b9e-f01c85d22e39
20-07-2022,17:01,20-07-2022,SWITCH INC,US87105L1044,Valuta Creditering,"1,0185",USD,"101,07",USD,"0,00",a896a0ca-5e1b-48ad-b8c8-329937ded4f1
20-07-2022,17:01,20-07-2022,SWITCH INC,US87105L1044,Valuta Debitering,,EUR,"-99,23",EUR,"1832,96",a896a0ca-5e1b-48ad-b8c8-329937ded4f1
20-07-2022,17:01,20-07-2022,SWITCH INC,US87105L1044,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"1932,19",a896a0ca-5e1b-48ad-b8c8-329937ded4f1
20-07-2022,17:01,20-07-2022,SWITCH INC,US87105L1044,"Koop 3 @ 33,69 USD",,USD,"-101,07",USD,"-101,07",a896a0ca-5e1b-48ad-b8c8-329937ded4f1
20-07-2022,17:00,20-07-2022,ON SEMICONDUCTOR CORP,US6821891057,Valuta Creditering,"1,0187",USD,"180,18",USD,"0,00",72cef5d0-f355-4438-ac7a-dcc4a84311c0
20-07-2022,17:00,20-07-2022,ON SEMICONDUCTOR CORP,US6821891057,Valuta Debitering,,EUR,"-176,86",EUR,"1932,69",72cef5d0-f355-4438-ac7a-dcc4a84311c0
20-07-2022,17:00,20-07-2022,ON SEMICONDUCTOR CORP,US6821891057,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"2109,55",72cef5d0-f355-4438-ac7a-dcc4a84311c0
20-07-2022,17:00,20-07-2022,ON SEMICONDUCTOR CORP,US6821891057,"Koop 3 @ 60,06 USD",,USD,"-180,18",USD,"-180,18",72cef5d0-f355-4438-ac7a-dcc4a84311c0
20-07-2022,16:59,20-07-2022,,,Reservation iDEAL,,EUR,"2000,00",EUR,"2110,05",
20-07-2022,16:57,20-07-2022,EDITAS MEDICINE INC,US28106W1036,Valuta Creditering,"1,0185",USD,"179,80",USD,"0,00",eabc01a8-e320-4464-8c50-46281005e304
20-07-2022,16:57,20-07-2022,EDITAS MEDICINE INC,US28106W1036,Valuta Debitering,,EUR,"-176,53",EUR,"110,05",eabc01a8-e320-4464-8c50-46281005e304
20-07-2022,16:57,20-07-2022,EDITAS MEDICINE INC,US28106W1036,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"286,58",eabc01a8-e320-4464-8c50-46281005e304
20-07-2022,16:57,20-07-2022,EDITAS MEDICINE INC,US28106W1036,"Koop 10 @ 17,98 USD",,USD,"-179,80",USD,"-179,80",eabc01a8-e320-4464-8c50-46281005e304
20-07-2022,16:56,20-07-2022,MICROSOFT CORP,US5949181045,Valuta Creditering,"1,0188",USD,"262,70",USD,"0,00",beaf4abb-a595-4238-ba31-51e0996fe9e3
20-07-2022,16:56,20-07-2022,MICROSOFT CORP,US5949181045,Valuta Debitering,,EUR,"-257,84",EUR,"287,08",beaf4abb-a595-4238-ba31-51e0996fe9e3
20-07-2022,16:56,20-07-2022,MICROSOFT CORP,US5949181045,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"544,92",beaf4abb-a595-4238-ba31-51e0996fe9e3
20-07-2022,16:56,20-07-2022,MICROSOFT CORP,US5949181045,"Koop 1 @ 262,7 USD",,USD,"-262,70",USD,"-262,70",beaf4abb-a595-4238-ba31-51e0996fe9e3
20-07-2022,16:54,20-07-2022,CISCO SYSTEMS INC,US17275R1023,Valuta Creditering,"1,0189",USD,"176,92",USD,"0,00",b76371f2-6b29-4402-be23-cbd675ac1680
20-07-2022,16:54,20-07-2022,CISCO SYSTEMS INC,US17275R1023,Valuta Debitering,,EUR,"-173,63",EUR,"545,42",b76371f2-6b29-4402-be23-cbd675ac1680
20-07-2022,16:54,20-07-2022,CISCO SYSTEMS INC,US17275R1023,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"719,05",b76371f2-6b29-4402-be23-cbd675ac1680
20-07-2022,16:54,20-07-2022,CISCO SYSTEMS INC,US17275R1023,"Koop 4 @ 44,23 USD",,USD,"-176,92",USD,"-176,92",b76371f2-6b29-4402-be23-cbd675ac1680
20-07-2022,16:18,20-07-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 930,45 EUR",,,,EUR,"719,55",
20-07-2022,16:18,20-07-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"930,45",EUR,"1650,00",
20-07-2022,11:40,19-07-2022,,,iDEAL Deposit,,EUR,"1400,00",EUR,"719,55",
20-07-2022,11:40,19-07-2022,,,Reservation iDEAL,,EUR,"-1400,00",EUR,"-680,45",
19-07-2022,21:14,19-07-2022,SHOPIFY INC,CA82509L1076,Valuta Creditering,"1,0203",USD,"170,85",USD,"0,00",7cfd35f2-0f8b-48b2-9b19-57035360f341
19-07-2022,21:14,19-07-2022,SHOPIFY INC,CA82509L1076,Valuta Debitering,,EUR,"-167,44",EUR,"719,55",7cfd35f2-0f8b-48b2-9b19-57035360f341
19-07-2022,21:14,19-07-2022,SHOPIFY INC,CA82509L1076,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"886,99",7cfd35f2-0f8b-48b2-9b19-57035360f341
19-07-2022,21:14,19-07-2022,SHOPIFY INC,CA82509L1076,"Koop 5 @ 34,17 USD",,USD,"-170,85",USD,"-170,85",7cfd35f2-0f8b-48b2-9b19-57035360f341
19-07-2022,20:15,19-07-2022,WARNER BROS DISCOVERY INC,US9344231041,Valuta Creditering,"1,0205",USD,"71,20",USD,"0,00",2ee5ce61-1b1e-4918-abe6-de634581158c
19-07-2022,20:15,19-07-2022,WARNER BROS DISCOVERY INC,US9344231041,Valuta Debitering,,EUR,"-69,77",EUR,"887,49",2ee5ce61-1b1e-4918-abe6-de634581158c
19-07-2022,20:15,19-07-2022,WARNER BROS DISCOVERY INC,US9344231041,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"957,26",2ee5ce61-1b1e-4918-abe6-de634581158c
19-07-2022,20:15,19-07-2022,WARNER BROS DISCOVERY INC,US9344231041,"Koop 5 @ 14,24 USD",,USD,"-71,20",USD,"-71,20",2ee5ce61-1b1e-4918-abe6-de634581158c
19-07-2022,20:12,19-07-2022,INVITAE CORP,US46185L1035,Valuta Creditering,"1,0205",USD,"44,30",USD,"0,00",cfc30459-1bb1-4f1c-87db-2443950a744c
19-07-2022,20:12,19-07-2022,INVITAE CORP,US46185L1035,Valuta Debitering,,EUR,"-43,41",EUR,"957,76",cfc30459-1bb1-4f1c-87db-2443950a744c
19-07-2022,20:12,19-07-2022,INVITAE CORP,US46185L1035,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"1001,17",cfc30459-1bb1-4f1c-87db-2443950a744c
19-07-2022,20:12,19-07-2022,INVITAE CORP,US46185L1035,"Koop 20 @ 2,215 USD",,USD,"-44,30",USD,"-44,30",cfc30459-1bb1-4f1c-87db-2443950a744c
19-07-2022,18:58,19-07-2022,INVITAE CORP,US46185L1035,Valuta Creditering,"1,0216",USD,"46,10",USD,"0,00",226e3172-a378-42bb-bae1-fa6869f813d8
19-07-2022,18:58,19-07-2022,INVITAE CORP,US46185L1035,Valuta Debitering,,EUR,"-45,12",EUR,"1001,67",226e3172-a378-42bb-bae1-fa6869f813d8
19-07-2022,18:58,19-07-2022,INVITAE CORP,US46185L1035,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"1046,79",226e3172-a378-42bb-bae1-fa6869f813d8
19-07-2022,18:58,19-07-2022,INVITAE CORP,US46185L1035,"Koop 20 @ 2,305 USD",,USD,"-46,10",USD,"-46,10",226e3172-a378-42bb-bae1-fa6869f813d8
19-07-2022,17:58,19-07-2022,UNITY SOFTWARE INC,US91332U1016,Valuta Creditering,"1,0213",USD,"177,10",USD,"0,00",b7bf4e3b-cbdb-4a2d-bb62-cedc971ea8d3
19-07-2022,17:58,19-07-2022,UNITY SOFTWARE INC,US91332U1016,Valuta Debitering,,EUR,"-173,40",EUR,"1047,29",b7bf4e3b-cbdb-4a2d-bb62-cedc971ea8d3
19-07-2022,17:58,19-07-2022,UNITY SOFTWARE INC,US91332U1016,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"1220,69",b7bf4e3b-cbdb-4a2d-bb62-cedc971ea8d3
19-07-2022,17:58,19-07-2022,UNITY SOFTWARE INC,US91332U1016,"Koop 5 @ 35,42 USD",,USD,"-177,10",USD,"-177,10",b7bf4e3b-cbdb-4a2d-bb62-cedc971ea8d3
19-07-2022,17:02,19-07-2022,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 350 EUR,,,,EUR,"1221,19",
19-07-2022,17:02,19-07-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"350,00",EUR,"1571,19",
19-07-2022,16:32,19-07-2022,VIVORYON THERAPEUTICS NV,NL00150002Q7,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,50",EUR,"1221,19",74d2ae74-9349-4fff-a8db-b4f1989d80e4
19-07-2022,16:32,19-07-2022,VIVORYON THERAPEUTICS NV,NL00150002Q7,"Koop 15 @ 7,45 EUR",,EUR,"-111,75",EUR,"1223,69",74d2ae74-9349-4fff-a8db-b4f1989d80e4
19-07-2022,12:41,18-07-2022,,,iDEAL Deposit,,EUR,"200,00",EUR,"1335,44",
19-07-2022,12:41,18-07-2022,,,Reservation iDEAL,,EUR,"-200,00",EUR,"1135,44",
19-07-2022,12:41,18-07-2022,,,iDEAL Deposit,,EUR,"150,00",EUR,"1335,44",
19-07-2022,12:41,18-07-2022,,,Reservation iDEAL,,EUR,"-150,00",EUR,"1185,44",
19-07-2022,10:01,19-07-2022,BE SEMICONDUCTOR INDUSTRIES NV,NL0012866412,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,50",EUR,"1335,44",4705624d-72ea-4a40-8c09-2a8e90a0879d
19-07-2022,10:01,19-07-2022,BE SEMICONDUCTOR INDUSTRIES NV,NL0012866412,"Koop 2 @ 45,78 EUR",,EUR,"-91,56",EUR,"1337,94",4705624d-72ea-4a40-8c09-2a8e90a0879d
19-07-2022,10:00,19-07-2022,,,Reservation iDEAL,,EUR,"1400,00",EUR,"1429,50",
18-07-2022,15:31,18-07-2022,UNITY SOFTWARE INC,US91332U1016,Valuta Creditering,"1,0119",USD,"173,50",USD,"0,00",df1a67d0-2361-42d7-bb0c-0d3ad54d7f05
18-07-2022,15:31,18-07-2022,UNITY SOFTWARE INC,US91332U1016,Valuta Debitering,,EUR,"-171,47",EUR,"29,50",df1a67d0-2361-42d7-bb0c-0d3ad54d7f05
18-07-2022,15:31,18-07-2022,UNITY SOFTWARE INC,US91332U1016,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"200,97",df1a67d0-2361-42d7-bb0c-0d3ad54d7f05
18-07-2022,15:31,18-07-2022,UNITY SOFTWARE INC,US91332U1016,"Koop 5 @ 34,7 USD",,USD,"-173,50",USD,"-173,50",df1a67d0-2361-42d7-bb0c-0d3ad54d7f05
18-07-2022,11:06,18-07-2022,BE SEMICONDUCTOR INDUSTRIES NV,NL0012866412,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,50",EUR,"201,47",cc9b9298-5e88-4a44-8bd4-6c4f989cd91b
18-07-2022,11:06,18-07-2022,BE SEMICONDUCTOR INDUSTRIES NV,NL0012866412,Koop 4 @ 48 EUR,,EUR,"-192,00",EUR,"203,97",cc9b9298-5e88-4a44-8bd4-6c4f989cd91b
18-07-2022,10:59,18-07-2022,,,Reservation iDEAL,,EUR,"150,00",EUR,"395,97",
18-07-2022,10:52,18-07-2022,,,Reservation iDEAL,,EUR,"200,00",EUR,"245,97",
15-07-2022,10:18,14-07-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 50,39 EUR",,,,EUR,"45,97",
15-07-2022,10:18,14-07-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"50,39",EUR,"96,36",
14-07-2022,20:49,14-07-2022,MICROSOFT CORP,US5949181045,Valuta Creditering,"1,0007",USD,"254,10",USD,"0,00",43bbb549-4454-463f-8ef8-77e800d0bfa5
14-07-2022,20:49,14-07-2022,MICROSOFT CORP,US5949181045,Valuta Debitering,,EUR,"-253,92",EUR,"45,97",43bbb549-4454-463f-8ef8-77e800d0bfa5
14-07-2022,20:49,14-07-2022,MICROSOFT CORP,US5949181045,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"299,89",43bbb549-4454-463f-8ef8-77e800d0bfa5
14-07-2022,20:49,14-07-2022,MICROSOFT CORP,US5949181045,"Koop 1 @ 254,1 USD",,USD,"-254,10",USD,"-254,10",43bbb549-4454-463f-8ef8-77e800d0bfa5
14-07-2022,20:47,14-07-2022,,,Reservation iDEAL,,EUR,"250,00",EUR,"300,39",
12-07-2022,16:47,12-07-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 199,61 EUR",,,,EUR,"50,39",
12-07-2022,16:47,12-07-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"199,61",EUR,"250,00",
12-07-2022,10:03,11-07-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 36,88 EUR",,,,EUR,"50,39",
12-07-2022,10:03,11-07-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"36,88",EUR,"87,27",
12-07-2022,08:40,11-07-2022,,,iDEAL Deposit,,EUR,"250,00",EUR,"50,39",
12-07-2022,08:40,11-07-2022,,,Reservation iDEAL,,EUR,"-250,00",EUR,"-199,61",
11-07-2022,17:17,11-07-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 1.963,12 EUR",,,,EUR,"50,39",
11-07-2022,17:17,11-07-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"1963,12",EUR,"2013,51",
11-07-2022,15:50,11-07-2022,HIMS & HERS HEALTH INC CLASS A,US4330001060,Valuta Creditering,"1,0032",USD,"80,85",USD,"0,00",84949e1a-0222-4013-a761-6929ffa7ce16
11-07-2022,15:50,11-07-2022,HIMS & HERS HEALTH INC CLASS A,US4330001060,Valuta Debitering,,EUR,"-80,59",EUR,"50,39",84949e1a-0222-4013-a761-6929ffa7ce16
11-07-2022,15:50,11-07-2022,HIMS & HERS HEALTH INC CLASS A,US4330001060,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"130,98",84949e1a-0222-4013-a761-6929ffa7ce16
11-07-2022,15:50,11-07-2022,HIMS & HERS HEALTH INC CLASS A,US4330001060,"Koop 15 @ 5,39 USD",,USD,"-80,85",USD,"-80,85",84949e1a-0222-4013-a761-6929ffa7ce16
11-07-2022,15:30,11-07-2022,ADR ON STMICROELECTRONICS NV,US8610121027,Valuta Creditering,"1,0039",USD,"155,50",USD,"0,00",87a739e5-cb31-4ce5-acc2-a09a667554e8
11-07-2022,15:30,11-07-2022,ADR ON STMICROELECTRONICS NV,US8610121027,Valuta Debitering,,EUR,"-154,90",EUR,"131,48",87a739e5-cb31-4ce5-acc2-a09a667554e8
11-07-2022,15:30,11-07-2022,ADR ON STMICROELECTRONICS NV,US8610121027,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"286,38",87a739e5-cb31-4ce5-acc2-a09a667554e8
11-07-2022,15:30,11-07-2022,ADR ON STMICROELECTRONICS NV,US8610121027,"Koop 5 @ 31,1 USD",,USD,"-155,50",USD,"-155,50",87a739e5-cb31-4ce5-acc2-a09a667554e8
11-07-2022,14:26,11-07-2022,,,Reservation iDEAL,,EUR,"250,00",EUR,"286,88",
11-07-2022,10:03,08-07-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 5,33 EUR",,,,EUR,"36,88",
11-07-2022,10:03,08-07-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"5,33",EUR,"42,21",
11-07-2022,10:01,08-07-2022,,,iDEAL Deposit,,EUR,"2000,00",EUR,"36,88",
11-07-2022,10:01,08-07-2022,,,Reservation iDEAL,,EUR,"-2000,00",EUR,"-1963,12",
11-07-2022,09:15,11-07-2022,ASML HOLDING NV,NL0010273215,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,50",EUR,"36,88",36219a40-56bc-40a7-8aed-70ca1cf00abe
11-07-2022,09:15,11-07-2022,ASML HOLDING NV,NL0010273215,Koop 1 @ 437 EUR,,EUR,"-437,00",EUR,"39,38",36219a40-56bc-40a7-8aed-70ca1cf00abe
11-07-2022,09:08,11-07-2022,ASM INTERNATIONAL NV,NL0000334118,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,50",EUR,"476,38",da355046-0918-478c-974a-a01a25294281
11-07-2022,09:08,11-07-2022,ASM INTERNATIONAL NV,NL0000334118,Koop 1 @ 210 EUR,,EUR,"-210,00",EUR,"478,88",da355046-0918-478c-974a-a01a25294281
08-07-2022,21:09,08-07-2022,ON SEMICONDUCTOR CORP,US6821891057,Valuta Creditering,"1,0150",USD,"53,20",USD,"0,00",9814bbb6-31be-4f1e-9314-29015b91193c
08-07-2022,21:09,08-07-2022,ON SEMICONDUCTOR CORP,US6821891057,Valuta Debitering,,EUR,"-52,42",EUR,"688,88",9814bbb6-31be-4f1e-9314-29015b91193c
08-07-2022,21:09,08-07-2022,ON SEMICONDUCTOR CORP,US6821891057,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"741,30",9814bbb6-31be-4f1e-9314-29015b91193c
08-07-2022,21:09,08-07-2022,ON SEMICONDUCTOR CORP,US6821891057,"Koop 1 @ 53,2 USD",,USD,"-53,20",USD,"-53,20",9814bbb6-31be-4f1e-9314-29015b91193c
08-07-2022,21:07,08-07-2022,QUALCOMM INC,US7475251036,Valuta Creditering,"1,0150",USD,"135,96",USD,"0,00",8d3760fd-c750-47e5-974b-4cc45db018b7
08-07-2022,21:07,08-07-2022,QUALCOMM INC,US7475251036,Valuta Debitering,,EUR,"-133,96",EUR,"741,80",8d3760fd-c750-47e5-974b-4cc45db018b7
08-07-2022,21:07,08-07-2022,QUALCOMM INC,US7475251036,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"875,76",8d3760fd-c750-47e5-974b-4cc45db018b7
08-07-2022,21:07,08-07-2022,QUALCOMM INC,US7475251036,"Koop 1 @ 135,96 USD",,USD,"-135,96",USD,"-135,96",8d3760fd-c750-47e5-974b-4cc45db018b7
08-07-2022,21:06,08-07-2022,NVIDIA CORP,US67066G1040,Valuta Creditering,"1,0151",USD,"158,30",USD,"0,00",cb63e851-345c-4ee6-a462-5db5cda95a06
08-07-2022,21:06,08-07-2022,NVIDIA CORP,US67066G1040,Valuta Debitering,,EUR,"-155,95",EUR,"876,26",cb63e851-345c-4ee6-a462-5db5cda95a06
08-07-2022,21:06,08-07-2022,NVIDIA CORP,US67066G1040,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"1032,21",cb63e851-345c-4ee6-a462-5db5cda95a06
08-07-2022,21:06,08-07-2022,NVIDIA CORP,US67066G1040,"Koop 1 @ 158,3 USD",,USD,"-158,30",USD,"-158,30",cb63e851-345c-4ee6-a462-5db5cda95a06
08-07-2022,20:38,08-07-2022,EDITAS MEDICINE INC,US28106W1036,Valuta Creditering,"1,0147",USD,"44,55",USD,"0,00",818ba95b-79ce-40dd-9c7b-bd0fbc72cc48
08-07-2022,20:38,08-07-2022,EDITAS MEDICINE INC,US28106W1036,Valuta Debitering,,EUR,"-43,91",EUR,"1032,71",818ba95b-79ce-40dd-9c7b-bd0fbc72cc48
08-07-2022,20:38,08-07-2022,EDITAS MEDICINE INC,US28106W1036,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"1076,62",818ba95b-79ce-40dd-9c7b-bd0fbc72cc48
08-07-2022,20:38,08-07-2022,EDITAS MEDICINE INC,US28106W1036,"Koop 3 @ 14,85 USD",,USD,"-44,55",USD,"-44,55",818ba95b-79ce-40dd-9c7b-bd0fbc72cc48
08-07-2022,20:35,08-07-2022,INVITAE CORP,US46185L1035,Valuta Creditering,"1,0144",USD,"93,90",USD,"0,00",731f56ae-a96e-47a2-8382-34b3d6410a3a
08-07-2022,20:35,08-07-2022,INVITAE CORP,US46185L1035,Valuta Debitering,,EUR,"-92,57",EUR,"1077,12",731f56ae-a96e-47a2-8382-34b3d6410a3a
08-07-2022,20:35,08-07-2022,INVITAE CORP,US46185L1035,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"1169,69",731f56ae-a96e-47a2-8382-34b3d6410a3a
08-07-2022,20:35,08-07-2022,INVITAE CORP,US46185L1035,"Koop 30 @ 3,13 USD",,USD,"-93,90",USD,"-93,90",731f56ae-a96e-47a2-8382-34b3d6410a3a
08-07-2022,18:13,08-07-2022,AMAZON.COM INC,US0231351067,Valuta Creditering,"1,0148",USD,"115,73",USD,"0,00",7ee6ca5d-153c-4010-9e52-e79ee4c5c56c
08-07-2022,18:13,08-07-2022,AMAZON.COM INC,US0231351067,Valuta Debitering,,EUR,"-114,05",EUR,"1170,19",7ee6ca5d-153c-4010-9e52-e79ee4c5c56c
08-07-2022,18:13,08-07-2022,AMAZON.COM INC,US0231351067,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"1284,24",7ee6ca5d-153c-4010-9e52-e79ee4c5c56c
08-07-2022,18:13,08-07-2022,AMAZON.COM INC,US0231351067,"Koop 1 @ 115,73 USD",,USD,"-115,73",USD,"-115,73",7ee6ca5d-153c-4010-9e52-e79ee4c5c56c
08-07-2022,18:09,08-07-2022,SALESFORCE INC,US79466L3024,Valuta Creditering,"1,0147",USD,"175,20",USD,"0,00",4d193587-0040-402b-840a-538b4db90b91
08-07-2022,18:09,08-07-2022,SALESFORCE INC,US79466L3024,Valuta Debitering,,EUR,"-172,67",EUR,"1284,74",4d193587-0040-402b-840a-538b4db90b91
