27-07-2022,15:30,SALESFORCE INC,US79466L3024,NSY,XNYS,1,"174,9800",USD,"-174,98",USD,"-172,50","1,0144","-0,43","-0,50","-173,43",c592cc7c-8839-4e87-985d-d37197b75485
27-07-2022,14:38,AMG CRITICAL MATERIALS NV,NL0000888691,EAM,MESI,1,"24,4400",EUR,"-24,44",EUR,"-24,44",,"0,00","-2,50","-26,94",ace418ed-bd7c-49f0-88d7-925bc038a186
25-07-2022,16:23,KONINKLIJKE PHILIPS NV,NL0000009538,EAM,MESI,6,"19,8960",EUR,"-119,38",EUR,"-119,38",,"0,00","-2,50","-121,88",8ecdad17-feba-428e-b974-daa27267bf39
21-07-2022,19:37,SALESFORCE INC,US79466L3024,NSY,XNAS,3,"183,8900",USD,"-551,67",USD,"-541,97","1,0179","-1,35","-0,50","-543,83",e225bdcc-a01e-4d3e-8b3b-1a2247d6756b
21-07-2022,19:10,SHOPIFY INC. CLASS A S,CA82509L1076,NSY,CDED,4,"40,5100",USD,"-162,04",USD,"-159,11","1,0184","-0,40","-0,50","-160,01",0b75f909-0d44-49ee-ab91-f0acefe268fe
21-07-2022,15:30,QUALCOMM INC,US7475251036,NDQ,XNAS,2,"152,8800",USD,"-305,76",USD,"-300,65","1,0170","-0,75","-0,50","-301,90",733f9b7e-3d70-4dfe-9293-e5bef1f66ad9
21-07-2022,15:30,AMAZON.COM INC,US0231351067,NDQ,XNAS,1,"123,3400",USD,"-123,34",USD,"-121,27","1,0171","-0,30","-0,50","-122,07",fd5ac44b-79c5-4fe9-8adc-0ce21526f6d4
21-07-2022,15:30,NVIDIA CORP,US67066G1040,NDQ,XNAS,2,"178,6900",USD,"-357,38",USD,"-351,37","1,0171","-0,88","-0,50","-352,75",e3c35abd-602d-49cc-8bae-a75330f067e3
21-07-2022,15:30,CROCS INC,US2270461096,NDQ,XNAS,2,"62,1700",USD,"-124,34",USD,"-122,25","1,0171","-0,31","-0,50","-123,06",f1f13d1d-6e10-46ec-8dbc-3cb738cefd76
21-07-2022,09:24,ASM INTERNATIONAL NV,NL0000334118,EAM,MESI,2,"253,8500",EUR,"-507,70",EUR,"-507,70",,"0,00","-2,50","-510,20",26305984-f910-4dea-aad2-636915610a4c
21-07-2022,09:05,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,3,"99,0100",EUR,"-297,03",EUR,"-297,03",,"0,00",,"-297,03",878d0983-fdba-4ed8-8759-c26b22a3dfa5
20-07-2022,17:49,SHOPIFY INC. CLASS A S,CA82509L1076,NSY,CDED,5,"37,3000",USD,"-186,50",USD,"-182,75","1,0205","-0,46","-0,50","-183,71",2a971ac9-2de0-45e9-81ae-b1027c8c9266
20-07-2022,17:17,AES CORP,US00130H1059,NSY,ARCX,4,"20,2400",USD,"-80,96",USD,"-79,36","1,0202","-0,20","-0,50","-80,06",37a4a1e6-0f4f-49ad-8a48-6b35350f33ef
20-07-2022,17:03,META PLATFORMS INC CLASS A,US30303M1027,NDQ,ARCX,3,"180,6500",USD,"-541,95",USD,"-530,86","1,0209","-1,33","-0,50","-532,69",23690acb-4c65-4ad0-9e13-e64cf263a282
20-07-2022,17:02,PAYPAL HOLDINGS INC,US70450Y1038,NDQ,ARCX,4,"79,2600",USD,"-317,04",USD,"-310,49","1,0211","-0,78","-0,50","-311,77",4bdbcbde-eae5-41c3-ba79-812f7240aa71
20-07-2022,17:02,ADR ON VALE SA,US91912E1055,NSY,XPSX,10,"12,3900",USD,"-123,90",USD,"-121,33","1,0212","-0,30","-0,50","-122,13",b7f5c7fc-a2a0-45ab-8300-1185a0969d88
20-07-2022,17:01,SIEMENS ENERGY AG,DE000ENER6Y0,XET,XETA,5,"14,9800",EUR,"-74,90",EUR,"-74,90",,"0,00","-4,40","-79,30",ccc18459-c499-4331-9b1b-170dcc832117
20-07-2022,17:01,ADR ON STMICROELECTRONICS NV,US8610121027,NSY,CDED,4,"34,4900",USD,"-137,96",USD,"-135,11","1,0211","-0,34","-0,50","-135,95",1e3a9101-8471-4aaa-8b9e-f01c85d22e39
20-07-2022,17:01,SWITCH INC - A,US87105L1044,NSY,CDED,3,"33,6900",USD,"-101,07",USD,"-98,98","1,0211","-0,25","-0,50","-99,73",a896a0ca-5e1b-48ad-b8c8-329937ded4f1
20-07-2022,17:00,ON SEMICONDUCTOR CORP,US6821891057,NDQ,ARCX,3,"60,0600",USD,"-180,18",USD,"-176,42","1,0213","-0,44","-0,50","-177,36",72cef5d0-f355-4438-ac7a-dcc4a84311c0
20-07-2022,16:57,EDITAS MEDICINE INC,US28106W1036,NDQ,XNAS,10,"17,9800",USD,"-179,80",USD,"-176,09","1,0211","-0,44","-0,50","-177,03",eabc01a8-e320-4464-8c50-46281005e304
20-07-2022,16:56,MICROSOFT CORP,US5949181045,NDQ,EDGX,1,"262,7000",USD,"-262,70",USD,"-257,20","1,0214","-0,64","-0,50","-258,34",beaf4abb-a595-4238-ba31-51e0996fe9e3
20-07-2022,16:54,CISCO SYSTEMS INC,US17275R1023,NDQ,CDED,4,"44,2300",USD,"-176,92",USD,"-173,20","1,0215","-0,43","-0,50","-174,13",b76371f2-6b29-4402-be23-cbd675ac1680
19-07-2022,21:14,SHOPIFY INC. CLASS A S,CA82509L1076,NSY,CDED,5,"34,1700",USD,"-170,85",USD,"-167,03","1,0229","-0,42","-0,50","-167,94",7cfd35f2-0f8b-48b2-9b19-57035360f341
19-07-2022,20:15,WARNER BROS DISCOVERY INC,US9344231041,NDQ,EPRL,5,"14,2400",USD,"-71,20",USD,"-69,59","1,0231","-0,17","-0,50","-70,27",2ee5ce61-1b1e-4918-abe6-de634581158c
19-07-2022,20:12,INVITAE CORPORATION CO,US46185L1035,NSY,CDED,20,"2,2150",USD,"-44,30",USD,"-43,30","1,0231","-0,11","-0,50","-43,91",cfc30459-1bb1-4f1c-87db-2443950a744c
19-07-2022,18:58,INVITAE CORPORATION CO,US46185L1035,NSY,CDED,20,"2,3050",USD,"-46,10",USD,"-45,01","1,0242","-0,11","-0,50","-45,62",226e3172-a378-42bb-bae1-fa6869f813d8
19-07-2022,17:58,UNITY SOFTWARE INC,US91332U1016,NSY,XNAS,5,"35,4200",USD,"-177,10",USD,"-172,97","1,0239","-0,43","-0,50","-173,90",b7bf4e3b-cbdb-4a2d-bb62-cedc971ea8d3
19-07-2022,16:32,VIVORYON THERAPEUTICS NV,NL00150002Q7,EAM,XAMS,15,"7,4500",EUR,"-111,75",EUR,"-111,75",,"0,00","-2,50","-114,25",74d2ae74-9349-4fff-a8db-b4f1989d80e4
19-07-2022,10:01,BE SEMICONDUCTOR INDUSTRIES NV,NL0012866412,EAM,MESI,2,"45,7800",EUR,"-91,56",EUR,"-91,56",,"0,00","-2,50","-94,06",4705624d-72ea-4a40-8c09-2a8e90a0879d
18-07-2022,15:31,UNITY SOFTWARE INC,US91332U1016,NSY,XNYS,5,"34,7000",USD,"-173,50",USD,"-171,04","1,0144","-0,43","-0,50","-171,97",df1a67d0-2361-42d7-bb0c-0d3ad54d7f05
18-07-2022,11:06,BE SEMICONDUCTOR INDUSTRIES NV,NL0012866412,EAM,XAMS,4,"48,0000",EUR,"-192,00",EUR,"-192,00",,"0,00","-2,50","-194,50",cc9b9298-5e88-4a44-8bd4-6c4f989cd91b
14-07-2022,20:49,MICROSOFT CORP,US5949181045,NDQ,BATS,1,"254,1000",USD,"-254,10",USD,"-253,29","1,0032","-0,63","-0,50","-254,42",43bbb549-4454-463f-8ef8-77e800d0bfa5
11-07-2022,15:50,HIMS & HERS HEALTH INC CLASS A,US4330001060,NSY,CDED,15,"5,3900",USD,"-80,85",USD,"-80,39","1,0057","-0,20","-0,50","-81,09",84949e1a-0222-4013-a761-6929ffa7ce16
11-07-2022,15:30,ADR ON STMICROELECTRONICS NV,US8610121027,NSY,XNYS,5,"31,1000",USD,"-155,50",USD,"-154,51","1,0064","-0,39","-0,50","-155,40",87a739e5-cb31-4ce5-acc2-a09a667554e8
11-07-2022,09:15,ASML HOLDING NV,NL0010273215,EAM,XAMS,1,"437,0000",EUR,"-437,00",EUR,"-437,00",,"0,00","-2,50","-439,50",36219a40-56bc-40a7-8aed-70ca1cf00abe
11-07-2022,09:08,ASM INTERNATIONAL NV,NL0000334118,EAM,XAMS,1,"210,0000",EUR,"-210,00",EUR,"-210,00",,"0,00","-2,50","-212,50",da355046-0918-478c-974a-a01a25294281
08-07-2022,21:09,ON SEMICONDUCTOR CORP,US6821891057,NDQ,ARCX,1,"53,2000",USD,"-53,20",USD,"-52,29","1,0175","-0,13","-0,50","-52,92",9814bbb6-31be-4f1e-9314-29015b91193c
08-07-2022,21:07,QUALCOMM INC,US7475251036,NDQ,ARCX,1,"135,9600",USD,"-135,96",USD,"-133,62","1,0175","-0,33","-0,50","-134,46",8d3760fd-c750-47e5-974b-4cc45db018b7
08-07-2022,21:06,NVIDIA CORP,US67066G1040,NDQ,XNAS,1,"158,3000",USD,"-158,30",USD,"-155,56","1,0176","-0,39","-0,50","-156,45",cb63e851-345c-4ee6-a462-5db5cda95a06
08-07-2022,20:38,EDITAS MEDICINE INC,US28106W1036,NDQ,ARCX,3,"14,8500",USD,"-44,55",USD,"-43,80","1,0172","-0,11","-0,50","-44,41",818ba95b-79ce-40dd-9c7b-bd0fbc72cc48
08-07-2022,20:35,INVITAE CORPORATION CO,US46185L1035,NSY,MEMX,30,"3,1300",USD,"-93,90",USD,"-92,34","1,0169","-0,23","-0,50","-93,07",731f56ae-a96e-47a2-8382-34b3d6410a3a
08-07-2022,18:13,AMAZON.COM INC,US0231351067,NDQ,XNAS,1,"115,7300",USD,"-115,73",USD,"-113,76","1,0173","-0,28","-0,50","-114,55",7ee6ca5d-153c-4010-9e52-e79ee4c5c56c
08-07-2022,18:09,SALESFORCE INC,US79466L3024,NSY,BATS,1,"175,2000",USD,"-175,20",USD,"-172,24","1,0172","-0,43","-0,50","-173,17",4d193587-0040-402b-840a-538b4db90b91
08-07-2022,17:35,DRAFTKINGS INC CLASS A,US26142V1052,NDQ,ARCX,10,"13,1100",USD,"-131,10",USD,"-128,76","1,0182","-0,32","-0,50","-129,58",44402053-143f-47b2-93bd-e42422859e1a
08-07-2022,17:12,XENON PHARMACEUTICALS INC,CA98420N1050,NDQ,XNAS,4,"32,7500",USD,"-131,00",USD,"-128,65","1,0183","-0,32","-0,50","-129,47",2cc945ca-74ac-4aa1-9831-4436028897b0
08-07-2022,16:55,AMG CRITICAL MATERIALS NV,NL0000888691,EAM,XAMS,5,"22,9400",EUR,"-114,70",EUR,"-114,70",,"0,00","-2,50","-117,20",2cac33d9-8282-4108-a6b2-c132c106c7a4
08-07-2022,16:52,CROCS INC,US2270461096,NDQ,ARCX,1,"57,7400",USD,"-57,74",USD,"-56,75","1,0175","-0,14",,"-56,89",9855db0b-f412-4848-8c60-2ef1b3d19ef1
08-07-2022,16:52,CROCS INC,US2270461096,NDQ,ARCX,2,"57,7400",USD,"-115,48",USD,"-113,49","1,0175","-0,28","-0,50","-114,28",9855db0b-f412-4848-8c60-2ef1b3d19ef1
06-07-2022,15:30,WARNER BROS DISCOVERY INC,US9344231041,NDQ,XNAS,14,"14,4000",USD,"-201,60",USD,"-197,80","1,0192","-0,49","-0,50","-198,80",055b7fe3-3529-4bea-bbf2-c8512f194d7d
29-06-2022,20:00,AMAZON.COM INC,US0231351067,NDQ,CDED,1,"109,2000",USD,"-109,20",USD,"-104,52","1,0448","-0,26","-0,50","-105,28",31d7439b-3944-44c7-9468-132e8d5643a8
28-06-2022,16:22,AMAZON.COM INC,US0231351067,NDQ,SOHO,-1,"111,6500",USD,"111,65",USD,"106,09","1,0524","-0,27","-0,50","105,33",cef41d74-1b99-4142-b15d-c9394749d686
28-06-2022,15:50,AMAZON.COM INC,US0231351067,NDQ,CDED,1,"113,9500",USD,"-113,95",USD,"-108,23","1,0529","-0,27","-0,50","-109,00",b3a6f4fe-15f6-42f9-8a15-5803866faeb9
27-06-2022,09:56,ASM INTERNATIONAL NV,NL0000334118,EAM,MESI,1,"252,5500",EUR,"-252,55",EUR,"-252,55",,"0,00","-2,50","-255,05",c14376fc-3e5b-4f68-808d-f4ebdb2b4e0c
24-06-2022,15:48,SALESFORCE INC,US79466L3024,NSY,ARCX,1,"180,0000",USD,"-180,00",USD,"-170,81","1,0538","-0,43","-0,50","-171,74",01671512-f821-4809-a9ed-c4a0b1683d19
24-06-2022,15:47,SWITCH INC - A,US87105L1044,NSY,CDED,2,"33,4900",USD,"-66,98",USD,"-63,56","1,0538","-0,16","-0,50","-64,22",b5b71e73-3e13-4fb3-8ac3-1a2b3f7cc776
24-06-2022,15:46,ENERGIZER HOLDINGS INC,US29272W1099,NSY,SOHO,2,"28,3800",USD,"-56,76",USD,"-53,85","1,0540","-0,13","-0,50","-54,49",58e48a5a-c19d-4abd-97c9-8a8307694269
24-06-2022,15:43,AES CORP,US00130H1059,NSY,XNAS,2,"21,0800",USD,"-42,16",USD,"-40,01","1,0537","-0,10","-0,50","-40,61",f7db89d0-7109-4968-8c2f-6fb1815dd4ed
24-06-2022,15:35,SUNRUN INC,US86771W1053,NDQ,XNAS,2,"25,0000",USD,"-50,00",USD,"-47,46","1,0535","-0,12","-0,50","-48,08",f6a4ad65-dbdd-4f56-b368-86f3e75c73ac
24-06-2022,11:25,SIEMENS ENERGY AG,DE000ENER6Y0,XET,XETA,5,"15,4000",EUR,"-77,00",EUR,"-77,00",,"0,00","-4,40","-81,40",5a9fac58-2219-4106-ae53-f5e5c4530634
23-06-2022,17:53,ADR ON VALE SA,US91912E1055,NSY,XNYS,5,"14,1500",USD,"-70,75",USD,"-67,25","1,0521","-0,17","-0,50","-67,91",686ffa8a-51a3-4b48-bc40-0499c3aef835
23-06-2022,16:13,ON SEMICONDUCTOR CORP,US6821891057,NDQ,CDED,1,"49,9500",USD,"-49,95",USD,"-47,44","1,0529","-0,12","-0,50","-48,06",5d0c3d4d-56d5-4158-99ad-aad952802860
23-06-2022,15:30,CISCO SYSTEMS INC,US17275R1023,NDQ,XNAS,2,"43,1700",USD,"-86,34",USD,"-82,05","1,0523","-0,21","-0,50","-82,75",1ddde241-4ab9-425c-a9ef-5d7ef62d1ea3
23-06-2022,15:07,ASPEN PHARMACARE HOLDINGS LTD,ZAE000066692,TDG,XGAT,10,"7,9500",EUR,"-79,50",EUR,"-79,50",,"0,00","-3,90","-83,40",0a603807-4cd4-47cc-b5d9-8573aa67ffda
23-06-2022,09:00,ASML HOLDING NV,NL0010273215,EAM,XAMS,1,"455,6000",EUR,"-455,60",EUR,"-455,60",,"0,00","-2,50","-458,10",276c7c95-052a-44e0-92ff-7835593200ea
16-06-2022,15:30,NVIDIA CORP,US67066G1040,NDQ,XNAS,1,"158,5800",USD,"-158,58",USD,"-151,56","1,0463","-0,38","-0,50","-152,44",6433ed88-f182-44f4-b888-5cb7d6710f6f
16-06-2022,15:30,QUALCOMM INC,US7475251036,NDQ,XNAS,1,"126,0000",USD,"-126,00",USD,"-120,44","1,0462","-0,30","-0,50","-121,24",b0544352-0101-4cc6-b22a-250bab40428f
16-06-2022,15:30,STARBUCKS CORP,US8552441094,NDQ,XNAS,2,"72,4300",USD,"-144,86",USD,"-138,46","1,0462","-0,35","-0,50","-139,31",5bbea475-524b-4a10-bff6-2df00eb05966
16-06-2022,15:30,APPLE INC,US0378331005,NDQ,XNAS,4,"132,0000",USD,"-528,00",USD,"-504,69","1,0462","-1,26","-0,50","-506,45",0afe32c2-57d0-4cf0-a110-8920bca469c1
30-05-2022,13:15,ASML HOLDING NV,NL0010273215,EAM,CEUX,1,"561,4000",EUR,"-561,40",EUR,"-561,40",,"0,00","-2,50","-563,90",6ada39d7-1e3e-432b-a7da-27e50b0cad1e
30-05-2022,13:15,ASM INTERNATIONAL NV,NL0000334118,EAM,XAMS,1,"300,9000",EUR,"-300,90",EUR,"-300,90",,"0,00","-2,50","-303,40",0e6ae2c9-2be3-436c-ad06-aea89a2567e9
25-05-2022,15:30,MICROSOFT CORP,US5949181045,NDQ,XNAS,1,"258,0000",USD,"-258,00",USD,"-241,96","1,0663","-0,60","-0,50","-243,06",8c7f6097-de93-41b5-a959-aaae3eb1f037
24-05-2022,16:08,APPLE INC,US0378331005,NDQ,CDED,5,"138,3300",USD,"-691,65",USD,"-644,42","1,0733","-1,61","-0,50","-646,53",06a473e9-f656-4f6b-ae5d-1bab61a8b62a
16-05-2022,09:33,HEINEKEN NV,NL0000009165,EAM,XAMS,3,"94,0000",EUR,"-282,00",EUR,"-282,00",,"0,00","-2,50","-284,50",6e71a3d9-cffa-4107-b4d4-a8e59c70d605
04-05-2022,17:16,VASTNED,NL0000288918,EAM,XAMS,2,"23,4000",EUR,"-46,80",EUR,"-46,80",,"0,00","-2,50","-49,30",3afda07b-2457-4990-8b63-28acaf7b8bd0
14-04-2022,09:32,ALFEN NV,NL0012817175,EAM,XAMS,5,"85,7600",EUR,"-428,80",EUR,"-428,80",,"0,00","-2,50","-431,30",a4e7ce07-ed86-4189-a737-1f9192aa1c83
11-04-2022,09:05,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,5,"105,6400",EUR,"-528,20",EUR,"-528,20",,"0,00",,"-528,20",5e4bbbf1-6b29-4321-b501-d9ba4f7cb4a0
